Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Ix,Zx,Zx,Sx,Sx,rx,Iy,Iy,Zy,Zy,Sy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W610X125,W610X125,125,15900,612,613,,,,229,229,,,,11.9,12.7,6.35,19.6,19,,,,32.3,52.4,36.5,,,,,,5.86,,,45.9,,,986,986000000,3670,3670000,3210,3210000,249,39.3,39300000,534,534000,342,342000,49.5,,,,1540000,3.44E+12,,33900,38000000,,,629000,1820000,,,,,,,,,,,,,,,,,60.2,592,1870,,2100,1450,1680,508,140,
W,W610X113,W610X113,113,14500,607,606,,,,228,229,,,,11.2,11.1,6.35,17.3,17.5,,,,30,49.2,36.5,,,,,,6.61,,,49,,,874,874000000,3280,3280000,2880,2880000,246,34.3,34300000,469,469000,302,302000,48.8,,,,1120000,2.98E+12,,33700,33200000,,,554000,1620000,,,,,,,,,,,,,,,,,59.2,589,1850,,2080,1440,1670,508,140,
W,W610X101,W610X101,101,13000,602,603,,,,228,229,,,,10.5,11.1,6.35,14.9,14.3,,,,27.7,47.6,36.5,,,,,,7.66,,,52,,,762,762000000,2900,2900000,2520,2520000,243,29.3,29300000,401,401000,257,257000,47.5,,,,778000,2.53E+12,,33400,28300000,,,474000,1430000,,,,,,,,,,,,,,,,,58.4,587,1840,,2070,1430,1660,508,140,
W,W610X92,W610X92,92,11700,602,603,,,,179,178,,,,10.9,11.1,6.35,15,14.3,,,,27.7,38.1,27,,,,,,5.97,,,50.1,,,645,645000000,2510,2510000,2150,2150000,234,14.4,14400000,257,257000,161,161000,35.1,,,,712000,1.24E+12,,26300,17600000,,,369000,1230000,,,,,,,,,,,,,,,,,44.4,587,1700,,1870,1380,1560,527,88.9,
W,W610X82,W610X82,82,10500,599,600,,,,178,178,,,,10,9.52,4.76,12.8,12.7,,,,25.7,36.5,25.4,,,,,,6.94,,,54.6,,,562,562000000,2200,2200000,1870,1870000,231,12.1,12100000,218,218000,136,136000,34,,,,491000,1.04E+12,,26100,14900000,,,316000,1080000,,,,,,,,,,,,,,,,,43.7,587,1690,,1870,1380,1550,527,88.9,
W,W530X409,W530X409,409,52800,612,613,,,,328,327,,,,31,31.8,15.9,55.6,55.6,,,,85.6,87.3,46,,,,,,2.95,,,14.2,,,3200,3200000000,12300,12300000,10500,10500000,246,328,328000000,3130,3130000,2000,2000000,78.7,,,,44500000,2.54E+13,,45600,208000000,,,2290000,6050000,,,,,,,,,,,,,,,,,93.5,556,2090,,2420,1550,1880,438,140,
W,W530X369,W530X369,369,47600,602,603,,,,325,324,,,,27.9,28.6,14.3,50.5,50.8,,,,80.5,82.6,44.5,,,,,,3.22,,,15.8,,,2840,2840000000,11000,11000000,9440,9440000,244,291,291000000,2790,2790000,1790,1790000,78.2,,,,33600000,2.21E+13,,44800,184000000,,,2070000,5410000,,,,,,,,,,,,,,,,,92.2,551,2070,,2400,1530,1850,438,140,
W,W530X332,W530X332,332,42900,594,594,,,,323,321,,,,25.4,25.4,12.7,45.5,46,,,,75.4,77.8,42.9,,,,,,3.55,,,17.5,,,2530,2530000000,9850,9850000,8520,8520000,243,256,256000000,2460,2460000,1580,1580000,77.2,,,,24800000,1.93E+13,,44300,162000000,,,1850000,4840000,,,,,,,,,,,,,,,,,90.7,549,2050,,2380,1510,1830,438,140,
W,W530X300,W530X300,300,38300,584,584,,,,320,321,,,,23.1,23.8,12.7,41.4,41.3,,,,54.1,73,42.9,,,,,,3.86,,,20.6,,,2210,2210000000,8690,8690000,7550,7550000,241,226,226000000,2180,2180000,1410,1410000,76.7,,,,17000000,1.66E+13,,43400,144000000,,,1670000,4330000,,,,,,,,,,,,,,,,,90.2,544,2060,,2380,1490,1810,438,140,
W,W530X272,W530X272,272,34600,577,578,,,,318,318,,,,21.1,20.6,11.1,37.6,38.1,,,,50.3,69.9,41.3,,,,,,4.22,,,22.6,,,1970,1970000000,7800,7800000,6830,6830000,239,201,201000000,1950,1950000,1270,1270000,76.2,,,,12800000,1.46E+13,,42800,128000000,,,1500000,3880000,,,,,,,,,,,,,,,,,89.2,538,2040,,2360,1470,1790,438,140,
W,W530X248,W530X248,248,31500,572,572,,,,315,314,,,,19.1,19,9.52,34.5,34.9,,,,47.2,66.7,39.7,,,,,,4.57,,,25,,,1780,1780000000,7080,7080000,6230,6230000,238,181,181000000,1770,1770000,1150,1150000,75.9,,,,9820000,1.3E+13,,42300,115000000,,,1370000,3520000,,,,,,,,,,,,,,,,,88.4,536,2030,,2340,1460,1770,438,140,
W,W530X219,W530X219,219,27900,561,559,,,,318,318,,,,18.3,19,9.52,29.2,28.6,,,,41.9,61.9,39.7,,,,,,5.44,,,26.1,,,1510,1510000000,6110,6110000,5390,5390000,233,157,157000000,1520,1520000,985,985000,74.9,,,,6410000,1.1E+13,,42300,97800000,,,1160000,3050000,,,,,,,,,,,,,,,,,87.9,533,2020,,2330,1440,1760,438,140,
W,W530X196,W530X196,196,25000,554,556,,,,315,318,,,,16.5,15.9,7.94,26.4,27,,,,39.1,57.2,39.7,,,,,,6.01,,,28.9,,,1340,1340000000,5460,5460000,4830,4830000,232,139,139000000,1350,1350000,877,877000,74.4,,,,4700000,9.67E+12,,41500,85700000,,,1030000,2690000,,,,,,,,,,,,,,,,,87.1,528,2000,,2310,1420,1740,438,140,
W,W530X182,W530X182,182,23200,551,549,,,,315,314,,,,15.2,15.9,7.94,24.4,23.8,,,,37.1,57.2,38.1,,,,,,6.45,,,31.3,,,1230,1230000000,5030,5030000,4470,4470000,231,127,127000000,1240,1240000,806,806000,74.2,,,,3740000,8.78E+12,,41500,79500000,,,962000,2510000,,,,,,,,,,,,,,,,,86.4,526,1990,,2310,1420,1730,438,140,
W,W530X165,W530X165,165,21000,546,546,,,,312,314,,,,14,14.3,7.94,22.2,22.2,,,,35.1,54,38.1,,,,,,7.05,,,34.1,,,1110,1110000000,4570,4570000,4080,4080000,230,114,114000000,1120,1120000,729,729000,73.7,,,,2840000,7.84E+12,,40900,71200000,,,869000,2260000,,,,,,,,,,,,,,,,,85.6,523,1980,,2290,1400,1720,438,140,
W,W530X150,W530X150,150,19200,544,543,,,,312,311,,,,12.7,12.7,6.35,20.3,20.6,,,,33,52.4,36.5,,,,,,7.68,,,37.5,,,1010,1010000000,4150,4150000,3720,3720000,229,103,103000000,1010,1010000,660,660000,73.4,,,,2170000,7.04E+12,,40800,64900000,,,796000,2060000,,,,,,,,,,,,,,,,,85.1,523,1980,,2290,1400,1710,438,140,
W,W530X138,W530X138,138,17600,549,549,,,,214,213,,,,14.7,14.3,7.94,23.6,23.8,,,,36.3,41.3,23.8,,,,,,4.53,,,32.3,,,862,862000000,3620,3620000,3150,3150000,221,38.7,38700000,569,569000,362,362000,46.7,,,,2510000,2.67E+12,,28100,35500000,,,618000,1790000,,,,,,,,,,,,,,,,,56.9,526,1690,,1900,1310,1520,467,140,
W,W530X123,W530X123,123,15700,544,543,,,,212,213,,,,13.1,12.7,6.35,21.2,20.6,,,,34,38.1,22.2,,,,,,5,,,36.4,,,762,762000000,3210,3210000,2800,2800000,220,33.9,33900000,500,500000,320,320000,46.5,,,,1810000,2.32E+12,,27700,31200000,,,552000,1590000,,,,,,,,,,,,,,,,,56.1,523,1680,,1890,1300,1510,467,140,
W,W530X109,W530X109,109,13900,538,540,,,,211,210,,,,11.6,11.1,6.35,18.8,19,,,,31.5,36.5,22.2,,,,,,5.6,,,41.2,,,666,666000000,2820,2820000,2470,2470000,219,29.4,29400000,436,436000,279,279000,46,,,,1260000,1.99E+12,,27400,27100000,,,487000,1390000,,,,,,,,,,,,,,,,,55.6,521,1660,,1870,1290,1500,467,140,
W,W530X101,W530X101,101,12900,536,537,,,,210,210,,,,10.9,11.1,6.35,17.4,17.5,,,,30.2,34.9,22.2,,,,,,6.04,,,43.6,,,616,616000000,2620,2620000,2290,2290000,218,26.9,26900000,400,400000,257,257000,45.7,,,,1020000,1.82E+12,,27200,24900000,,,449000,1290000,,,,,,,,,,,,,,,,,55.1,518,1660,,1870,1280,1490,467,140,
W,W530X92,W530X92,92,11800,533,533,,,,209,210,,,,10.2,9.52,4.76,15.6,15.9,,,,28.4,33.3,20.6,,,,,,6.7,,,46.9,,,554,554000000,2360,2360000,2080,2080000,217,23.9,23900000,356,356000,229,229000,45,,,,762000,1.6E+12,,27100,22100000,,,403000,1170000,,,,,,,,,,,,,,,,,54.6,518,1650,,1860,1280,1490,467,140,
